Unnamed: 0,movie_id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,keywords,release_year
10341,1872,Rise: Blood Hunter,5.379,243,Released,2007-04-28,2850927.0,97.0,0,0.0,tt0389328,en,Rise: Blood Hunter,A reporter on the trail of a sinister cult wakes up in a morgue to find herself a member of the undead. She goes on a personal vendetta for a group a cultists that are responsible for her death.,12.045,They didn't leave her alive. They left her UNDEAD.,"Action, Adventure, Horror, Thriller","Ghost House Pictures, Destination Films, Mandate Pictures, Kingsgate Films, Samuel Goldwyn Films, Mandate International","New Zealand, United States of America",English,"morgue, undead, revenge",2007.0
10342,24099,Dreamscape,6.076,243,Released,1984-08-15,12145169.0,99.0,0,0.0,tt0087175,en,Dreamscape,"A government funded project looks into using psychics to enter people's dreams, with some mechanical help. When a subject dies in their sleep from a heart attack, Alex Gardner becomes suspicious that another of the psychics is killing people in the dreams somehow and that is causing them to die in real life. He must find a way to stop the abuse of the power to enter dreams.",13.503,Close your eyes and the adventure begins.,"Adventure, Science Fiction, Horror","Weintraub Entertainment Group, Zupnik-Curtis Enterprises, Chevy Chase Films, 20th Century Fox",United States of America,English,"dream, monster, usa president, heart, telekinesis, psychic, snake man",1984.0
10343,14325,The Express,7.132,243,Released,2008-10-10,9793496.0,130.0,0,40000000.0,tt0469903,en,The Express,"Based on the incredible true story, The Express follows the inspirational life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy.",15.35,He changed our country... one yard at a time.,Drama,"Davis Entertainment, Relativity Media, IDEA Filmproduktions, Universal Pictures","Germany, United States of America",English,"sports, american football, college, biography, syracuse university",2008.0
10346,12764,Missing in Action 2: The Beginning,5.8,243,Released,1985-03-01,10755447.0,100.0,0,2410000.0,tt0089604,en,Missing in Action 2: The Beginning,"Prequel to the first Missing In Action, set in the early 1980s it shows the capture of Colonel Braddock during the Vietnam war in the 1970s, and his captivity with other American POWs in a brutal prison camp, and his plans to escape.",21.475,Chuck Norris is back! A one-man time bomb set to explode!,"Action, War","Golan-Globus Productions, Cannon Group",United States of America,"English, Vietnamese","vietnam war, vietnam veteran, martial arts, vietcong, escape, loss of loved one, patriotism, prisoner of war, liberation, revenge, shootout, torture",1985.0
10347,14698,"Suddenly, Last Summer",7.316,242,Released,1959-12-22,9000000.0,114.0,0,3000000.0,tt0053318,en,"Suddenly, Last Summer",The only son of wealthy widow Violet Venable dies while on vacation with his cousin Catherine. What the girl saw was so horrible that she went insane; now Mrs. Venable wants Catherine lobotomized to cover up the truth.,9.841,"Suddenly, last summer, Cathy knew she was being used for something evil!","Thriller, Drama, Mystery","Horizon Pictures, Academy Pictures Corporation, Camp Films, Columbia Pictures","United Kingdom, United States of America",English,"operation, spain, widow, hunger, lie, turtle, post, dysfunctional family, mental institution, memory, hospital, psychiatrist, doctor patient relationship, lobotomy, brain surgery, gay theme",1959.0
10351,889699,Holy Spider,7.366,242,Released,2022-07-13,1252637.0,118.0,0,0.0,tt18550140,fa,عنکبوت مقدس,"A journalist descends into the dark underbelly of the Iranian holy city of Mashhad as she investigates the serial killings of sex workers by the so called ""Spider Killer"", who believes he is cleansing the streets of sinners.",16.047,,"Crime, Drama, Thriller","Profile Pictures, One Two Films, Wild Bunch, Why Not Productions, Film i Väst, ZDF/Arte, The Imaginarium, Rotor Film","Denmark, France, Germany, Sweden",Persian,"journalist, prostitute, investigation, based on true story, serial killer, religion, iran",2022.0
10355,337874,Goat,5.397,242,Released,2016-09-23,23020.0,103.0,0,0.0,tt4437216,en,Goat,"Reeling from a terrifying assault, a nineteen year old enrolls into college with his brother and pledges the same fraternity. What happens there, in the name of 'brotherhood,' tests him and his loyalty in brutal ways.",7.328,Cruelty. Brutality. Fraternity.,Drama,"Killer Films, Rabbit Bandini Films, Great Point Media",United States of America,English,"sibling relationship, assault, college, based on true story, hazing, fraternity",2016.0
10357,24767,Iron Will,6.62,242,Released,1994-01-14,21006361.0,108.0,0,0.0,tt0110157,en,Iron Will,"When Will Stoneman's father dies, he is left alone to take care of his mother and their land. Needing money to maintain it, he decides to join a cross country dogsled race. This race will require days of racing for long hours, through harsh weather and terrain. This young man will need a lot of courage and a strong will to complete this race.",12.895,It's not a question of age. Or strength. Or ability. It's a matter of will.,"Adventure, Family, Action",Walt Disney Pictures,United States of America,English,,1994.0
10360,8141,You Kill Me,6.153,242,Released,2007-02-09,3748295.0,90.0,0,4000000.0,tt0796375,en,You Kill Me,"While drying out on the West Coast, an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.",8.755,Professional alcoholic hit man gets life back on track thanks to her,"Comedy, Crime, Thriller, Romance","Independent Film Group, Bi-polar Pictures, Carol Baum Productions, Code Entertainment, Dillinger Productions, Echo Lake Entertainment, Green Tulip Productions, Code Entertainment",United States of America,English,"new york city, san francisco, california, alcoholism, serial killer, alcoholic",2007.0
10361,567965,Misbehaviour,6.411,242,Released,2020-03-12,1073290.0,107.0,0,0.0,tt9148706,en,Misbehaviour,"A group of women involved in the Women's Liberation Movement hatched a plan to invade the stage and disrupt the live broadcast at the 1970 Miss World competition in London, resulting in overnight fame for the newly-formed organization. When the show resumed, the results caused an uproar and turned the Western ideal of beauty on its head.",8.502,Miss World 1970: The launch of a revolution,"Drama, History, Comedy",Left Bank Pictures,United Kingdom,"English, German, Japanese, Spanish, Swedish","london, england, 1970s, commune, beauty contest, based on true story, feminist, student protest, divorced mother, woman director, women's rights, intersectionality, women's liberation movement",2020.0
10367,29193,The Spanish Prisoner,6.878,242,Released,1997-12-03,13835130.0,110.0,0,10000000.0,tt0120176,en,The Spanish Prisoner,An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.,9.106,It's the oldest con in the book.,"Drama, Mystery, Thriller","Sweetland Films, Jean Doumanian Productions, Magnolia Films, Jasmine Productions Inc.",United States of America,English,"confidence, invention, sister, con game, corporation, neo-noir, process",1997.0
10368,592279,Kalashnikov AK-47,7.5,241,Released,2020-02-20,1593464.0,105.0,0,3500000.0,tt11547520,ru,Калашников,"Tank commander Kalashnikov is severely injured in battle in 1941. The accident leaves him incapacitated and unable to return to the front line. While recovering in the hospital he begins creating the initial sketches of what will become one of the world’s most legendary weapons. A self-taught inventor, Mikhail Kalashnikov, is only 29 when he develops the now iconic assault riffle — the AK-47.",14.824,The weapon that would change the world,"War, History, Drama","R.B. Productions, Etalon-Film",Russia,"Italian, Russian",,2020.0
10370,9458,Desperate Measures,5.878,241,Released,1998-01-30,13800000.0,100.0,0,50000000.0,tt0118966,en,Desperate Measures,"San Francisco police officer Frank Connor is in a frantic search for a compatible bone marrow donor for his gravely ill son. There's only one catch the potential donor is convicted multiple murderer Peter McCabe who sees a trip to the hospital as the perfect opportunity to get what he wants most: freedom. With McCabe's escape, the entire hospital becomes a battleground and Connor must pursue and, ironically, protect the deadly fugitive who is his son's only hope for survival.",14.034,Desperate times call for. . .,"Action, Drama, Thriller","TriStar Pictures, Mandalay Entertainment",United States of America,"English, Spanish","chase, donation, paranoia, terminal illness, leukemia, prison escape, hospital, psychological thriller, criminal, convict, confrontation, captive, freeway, propane",1998.0
10372,10627,Taps,6.8,241,Released,1981-12-20,35856053.0,126.0,0,14000000.0,tt0083169,en,Taps,Military cadets take extreme measures to ensure the future of their academy when its existence is threatened by local condo developers.,13.792,"This school is our home, we think it's worth defending.","War, Drama",20th Century Fox,United States of America,English,"cadet, gun, school shooting, military academy, hostile takeover, die hard scenario, last stand, military school, older man younger man relationship, military funeral",1981.0
10373,10105,Saints and Soldiers,6.328,241,Released,2003-09-11,1310470.0,90.0,0,780000.0,tt0373283,en,Saints and Soldiers,Five American soldiers fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.,9.473,Trapped behind enemy lines. All they have is their hope.,"War, Drama, Action, Adventure, History","Go Films, Medal Of Honor",United States of America,"English, German","nazi, winter, bravery, world war ii, belgium, slaughter, soldier, mormon missionary, behind enemy lines, 1940s, american soldiers",2003.0
10374,4823,Final Analysis,5.7,241,Released,1992-02-07,28590665.0,124.0,0,32000000.0,tt0104265,en,Final Analysis,"A psychiatrist becomes romantically involved with the sister of one of his patients, but the influence of her controlling gangster husband threatens to destroy them both.",13.058,Someone was seduced. Someone was set up. and before it was all over... someone was dead.,"Drama, Thriller, Romance","Warner Bros. Pictures, Witt/Thomas Productions, Roven-Cavallo Entertainment",United States of America,English,"infidelity, gangster, sister, murder, arson, lust, psychiatrist, extramarital affair, treatment, neo-noir, erotic thriller",1992.0
10375,13341,Bad News Bears,5.867,241,Released,2005-07-22,34252847.0,113.0,0,30000000.0,tt0408524,en,Bad News Bears,"Morris Buttermaker is a burned-out minor league baseball player who loves to drink and can't keep his hands to himself. His long-suffering lawyer arranges for him to manage a local Little League team, and Buttermaker soon finds himself the head of a rag-tag group of misfit players. Through unconventional team-building exercises and his offbeat coaching style, Buttermaker helps his hapless Bears prepare to meet their rivals, the Yankees.",15.227,The bases are loaded... so is the coach.,Comedy,"Media Talent Group, Detour Filmproduction",United States of America,"Spanish, English","sports, baseball, little league, kids’ sports team",2005.0
10378,10445,Shadowlands,6.907,241,Released,1993-12-25,25842000.0,131.0,0,22000000.0,tt0108101,en,Shadowlands,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham.",10.292,"He distanced himself from love as he distanced himself from pain, until one woman got close enough to open his heart to the world.","Drama, Romance","Savoy Pictures, Shadowlands Productions, Price Entertainment, Spelling Films International",United Kingdom,"English, German","stroke of fate, england, brother, christianity, literature, bachelor, marriage, based on play or musical, oxford, author, writer, falling in love, 1950s, children's author",1993.0
10380,247645,Queen,7.363,241,Released,2014-03-07,17000000.0,146.0,0,1900000.0,tt3322420,hi,Queen,"Rani, a 24-year-old homely girl, decides to go on her honeymoon alone when her fiancé calls off the wedding. Traveling around Europe, she finds joy, makes friends, and gains new-found independence.",5.918,Hail Goddess,"Comedy, Drama","Phantom Films, Viacom18 Studios",India,Hindi,"dancing, friendship, paris, france, self-discovery, roommate, canceled wedding",2014.0
10382,10905,The Man with One Red Shoe,5.712,241,Released,1985-07-18,8645411.0,90.0,0,16000000.0,tt0089543,en,The Man with One Red Shoe,A man is mistaken as a spy by the CIA when he arrives at the airport with one red shoe.,11.622,"Mugged, bugged, chased and seduced. Why is every one after Tom Hanks?","Action, Comedy",20th Century Fox,United States of America,English,"cia, undercover, violin, femme fatale, agent",1985.0
10385,848791,The Stranger,6.1,241,Released,2022-10-06,149441.0,117.0,0,0.0,tt11897478,en,The Stranger,"Two strangers strike up a conversation on a long journey. One is a suspect in an unsolved missing person’s case and the other an undercover operative on his trail. Their uneasy friendship becomes the core of this tightly wrought thriller, which is based on the true story of one of the largest investigations and undercover operations in Australia.",19.005,The closer you get...,"Thriller, Crime, Drama","Anonymous Content, See-Saw Films, Screen Australia, South Australian Film Corporation, Blue-Tongue Films, RocketScience","Australia, United Kingdom, United States of America",English,"australia, friendship, paranoia, investigation, based on true story, criminal, sting operation, cold case, undercover detective, unsolved murder",2022.0
10386,51533,Let the Bullets Fly,7.683,241,Released,2010-12-20,104731450.0,132.0,0,0.0,tt1533117,zh,让子弹飞,"When circumstances force an outlaw to impersonate a county governor and clean up a corrupt town, the Robin Hood figure finds himself in a showdown with the local godfather.",16.212,A comic western legend.,"Action, Comedy","China Film Group Corporation, JCE Movies, Beijing Bu Yi Le Hu Film Company, Emei Film Studio","China, Hong Kong",Mandarin,"china, satire, bandit, bandit gang",2010.0
10387,258322,Fasten Your Seatbelts,6.755,241,Released,2014-03-06,5260000.0,110.0,0,0.0,tt3425034,it,Allacciate le cinture,"Elena and Antonio seem not to be made for each other. They are too different in terms of character, life choices, worldview, and the way they relate to others. They are total opposites. However, they are overwhelmed by a mutual attraction they're trying hard to avoid; but to which they succumb to.",7.902,,"Drama, Comedy","R&C Produzioni, RAI, Faros Film",Italy,Italian,"disease, lgbt interest",2014.0
10388,28966,Wings,7.205,241,Released,1927-08-12,3600000.0,141.0,0,2000000.0,tt0018578,en,Wings,"Two young men, one rich, one middle class, both in love with the same woman, become US Air Corps fighter pilots and, eventually, heroic flying aces during World War I. Devoted best friends, their mutual love of the girl eventually threatens their bond. Meanwhile, a hometown girl who's the lovestruck lifelong next door neighbor of one of them pines away.",10.817,"Youth, hitting the clouds! Laughing at danger! Fighting, loving, dodging death! That's ""WINGS""","Drama, Action, War, Romance",Paramount Famous Lasky Corporation,United States of America,No Language,"friendship, paris, france, love triangle, world war i, gay interest, battlefield, aerial combat, dogfight, black and white, warfare, silent film, us military, 1910s, fighter pilots",1927.0
10389,36218,Pokémon: Jirachi - Wish Maker,6.554,241,Released,2003-07-19,334000000.0,81.0,0,0.0,tt0420076,ja,劇場版ポケットモンスター アドバンスジェネレーション 七夜の願い星 ジラーチ,"Ash, May, Brock, and Max come upon the festival of the Wishing Star of Seven Nights. During their enjoyment, the legendary Pokemon--Jirachi, descends from the heavens and befriends Max. Jirachi, with the power to grant any wish, is sought after by many people wanting to claim its power. One man seeks to use its legendary power to revive an ancient Pokemon known as Groudon, unaware of the dangers hidden within Jirachi's powers",16.571,,"Family, Action, Animation, Adventure, Fantasy, Science Fiction","OLM, Pikachu Project, Shogakukan Production, The Pokémon Company, Shogakukan, TV Tokyo, Media Factory, Tomy, East Japan Marketing & Communications",Japan,Japanese,"wish, comet, anime",2003.0
10391,16985,Legally Blondes,5.712,241,Released,2009-04-28,16487322.0,86.0,0,0.0,tt1015999,en,Legally Blondes,"Moving from England to California, the youngest cousins of Elle Woods must defend themselves when their schools reigning forces turn on the girls and try to frame them for a crime.",14.437,,Comedy,"Type A Films, Brookwell-McNamara Entertainment, Marc Platt Productions, Metro-Goldwyn-Mayer",United States of America,English,,2009.0
10395,282296,My Old Lady,6.183,241,Released,2014-09-09,7527232.0,107.0,0,5000000.0,tt2908856,en,My Old Lady,"Mathias Gold is a down-on-his-luck New Yorker who inherits a Parisian apartment from his estranged father. But when he arrives in France to sell the vast domicile, he's shocked to discover a live-in tenant who is not prepared to budge. His apartment is a viager—an ancient French real estate system with complex rules pertaining to its resale—and the feisty Englishwoman Mathilde Girard, who has lived in the apartment with her daughter Chloé for many years, can by contract collect monthly payments from Mathias until her death.",9.232,He's in the will. She's in the way.,"Romance, Comedy, Drama","Deux Chevaux Films, Cohen Media Group, BBC Film, Krasnoff / Foster Entertainment, Protagonist Pictures","France, United Kingdom, United States of America",English,"paris, france, writer",2014.0
10403,3019,Dr. Jekyll and Mr. Hyde,7.3,240,Released,1931-12-24,1300000.0,98.0,0,535000.0,tt0022835,en,Dr. Jekyll and Mr. Hyde,"Dr. Henry Jekyll believes that there are two distinct sides to men - a good and an evil side. He believes that by separating the two, man can become liberated. He succeeds in his experiments with chemicals to accomplish this and transforms into Hyde to commit horrendous crimes. When he discontinues use of the drug, it is already too late.",10.98,Put yourself in her place! The dreaded night when her lover became a madman!,"Horror, Science Fiction, Drama",Paramount,United States of America,English,"london, england, double life, based on novel or book, transformation, alter ego, jekyll and hyde, pre-code, marriage engagement, torment, abused woman",1931.0
10404,172391,Khumba,6.0,240,Released,2013-07-18,27187375.0,85.0,0,20000000.0,tt1487931,en,Khumba,A half-striped zebra is blamed for the drought and leaves his herd in search of his missing stripes. He is joined on his quest by an overprotective wildebeest and a flamboyant ostrich; they defeat the tyrannical leopard and save his herd.,17.621,"Half a zebra, a whole lot of adventure!","Animation, Adventure, Family",Triggerfish,South Africa,English,"self-discovery, africa, zebra, anthropomorphism, wild animal, animal, khumba",2013.0
10405,751237,Umma,5.383,240,Released,2022-03-18,2118582.0,83.0,0,0.0,tt13235822,en,Umma,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",22.327,A mother's love never dies,"Horror, Mystery","Raimi Productions, Stage 6 Films, Starlight Media",United States of America,"Korean, English","farm, east asian lead, death of mother, motherhood, woman director, korean american, mother daughter relationship, korean",2022.0
10406,9782,The Night Listener,5.548,240,Released,2006-02-12,10639686.0,91.0,0,0.0,tt0448075,en,The Night Listener,"In the midst of his crumbling relationship, a radio show host begins speaking to his biggest fan—a young boy—via the telephone. But when questions about the boy's identity come up, the host's life is thrown into chaos.",10.836,You never know who's listening.,"Drama, Thriller, Horror","IFC Films, Miramax, Fortissimo Films",United States of America,English,"new york city, based on novel or book, aids, radio station, radio presenter, wisconsin, motel, radio transmission, gay interest, hospital, writer, illness, phone call, christmas",2006.0
10408,15300,Newsies,6.7,240,Released,1992-04-10,2706352.0,121.0,0,15000000.0,tt0104990,en,Newsies,"A week in the life of the exploited, child newspaper sellers in turn-of-the-century New York. When their publisher, Joseph Pulitzer, tries to squeeze a little more profit out of their labours, they organize a strike, only to be confronted with the Pulitzer's hard-ball tactics.",16.951,A Thousand Voices. A Single Dream.,"Family, Drama, History, Music","Walt Disney Pictures, Touchwood Pacific Partners 1",United States of America,English,"new york city, musical, based on true story, teenage girl, teenage boy, juvenile crime, brawl, boy singer, name change, slingshot, juvenile detention center, corrupt official, turn of the century, newspaper boy, 19th century, newsboy, correctional institution, 20th century",1992.0
10410,12524,Titus,6.519,240,Released,1999-12-25,2259680.0,162.0,0,0.0,tt0120866,en,Titus,"Titus Andronicus returns from the wars and sees his sons and daughters taken from him, one by one. Shakespeare's goriest and earliest tragedy.",10.791,If you think you know Shakespeare... Think again.,"Drama, History","Clear Blue Sky Productions, Overseas FilmGroup, Urania Pictures, NDF International, Titus Productions","United Kingdom, Italy, United States of America","English, Latin","rome, italy, loss of loved one, repayment, battle for power, commander, ancient rome, revenge, woman director, goth",1999.0
10411,20616,Swimfan,5.288,240,Released,2002-09-06,34411240.0,84.0,0,8500000.0,tt0283026,en,Swimfan,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",11.632,His biggest fan just became his worst nightmare.,"Thriller, Mystery","Forrest Films, GreeneStreet Films, Cobalt Media Group, Furthur Films, 20th Century Fox",United States of America,English,"infidelity, high school, coma, competition, obsession, bathing, femme fatale, hospital, swimmer, swimming, troubled teen, obsessive love, swimming team",2002.0
10422,259963,Boulevard,5.695,239,Released,2014-04-20,126150.0,88.0,0,0.0,tt2624412,en,Boulevard,"Nolan Mack, a soft-spoken bank employee, undoubtedly loves his wife Joy, though their cavernous empty house only underscores how disconnected they’ve always been from each other. Nolan finds himself drifting from his familiar present-day life in pursuit of lost time after meeting a troubled young man named Leo on his drive home. What begins as an aimless drive down an unfamiliar street turns into a life-altering series of events.",6.541,It's never too late to make a U-turn,Drama,"Evil Media Empire, Camellia Entertainment",United States of America,English,,2014.0
10423,432527,Padmaavat,6.935,239,Released,2018-01-25,81673897.0,164.0,0,31000000.0,tt5935704,hi,पद्मावत,"Rajputana, India, 13th century. The tyrannical usurper Alauddin Khilji, sultan of Delhi, becomes obsessed with Queen Padmavati, wife of King Ratan Singh of Mewar, and goes to great lengths to satisfy his greed for her.",11.741,The Goddess Queen,"Drama, History, Romance","Bhansali Productions, Viacom18 Studios",India,Hindi,"epic, husband wife relationship, obsession, queen, delhi, india, afghanistan, sultan, musical, romance, honor, king, battle, period drama, fortress, based on song, poem or rhyme, medieval, mongol, history of india, 13th century, ancient india, mewar, india",2018.0
10425,382595,Dalida,6.692,239,Released,2017-01-11,3465.0,124.0,0,0.0,tt5039860,fr,Dalida,"Based on the true story of acclaimed music icon ""Dalida"" born in Cairo, who gained celebrity in the 50s, singing in French, Spanish, Arabic, Hebrew, German, Italian, playing in awarded Youssef Chahine's picture ""Le Sixième Jour"", and who later committed suicide in 1987 in Paris, after selling more than 130 million records worldwide.",7.401,,"Music, Drama","Pathé, TF1 Films Production, Bethsabée Mucho, uMedia, Universal Music Publishing Group",France,"English, French, Italian","biography, woman director, lgbt interest",2017.0
10431,4180,Three Men and a Cradle,6.282,239,Released,1985-09-18,2052466.0,106.0,0,0.0,tt0090206,fr,3 Hommes et un couffin,"Three young men - Jacques, Pierre, and Michel - share an apartment in Paris, and have many girlfriends and parties. Once, during a party, a friend of Jacques' tells him he has a quite compromising package to deliver, and asks him if he can leave it discreetly at their place. Jacques agrees and, as he works as a steward, flies away for a one-month trip in Japan, telling Pierre and Michel about the package. Then, one of Jacques' former girlfriends drops a baby before their door, making Pierre and Michel believing it is the package they are waiting for. Their lives are then completely changed.",8.749,,Comedy,"Soprofilms, TF1 Films Production, Flach Film",France,French,woman director,1985.0
10434,354279,Charming,6.494,239,Released,2018-03-26,8751856.0,90.0,0,20000000.0,tt4086018,en,Charming,"Three fairy tale princesses find themselves engaged to the same guy, Prince Charming.",12.7,,"Animation, Adventure, Comedy, Family, Fantasy, Music","3QU Media, Storyoscopic Films, Vanguard Animation, WV Enterprises, Cinesite Animation",United States of America,English,"princess, fairy tale, prince",2018.0
10435,11490,The Child,7.172,239,Released,2005-10-19,5507396.0,95.0,0,0.0,tt0456396,fr,L'enfant,"Bruno and Sonia, a young couple living off her benefit and the thefts committed by his gang, have a new source of money: their newborn son.",8.042,,Drama,"Eurimages, Les Films du Fleuve, SCOPE Invest, SCOPE Pictures, Centre du Cinéma et de l'Audiovisuel de la Communauté Française de Belgique, Wallimage, CNC, Canal+, ARTE France Cinéma, RTBF, Archipel 33>35","Belgium, France",French,"drug dealer, baby, parent child relationship, pregnant minor, petty crimes",2005.0
10436,47955,White Dog,6.678,239,Released,1982-07-07,46509.0,90.0,0,8000000.0,tt0084899,en,White Dog,A trainer attempts to retrain a vicious dog that’s been raised to kill black people.,11.685,When man’s best friend becomes his fiercest enemy…,"Drama, Horror, Thriller",Paramount,United States of America,English,"based on novel or book, police, alcohol, burglar, trainer, racist, murder, attack, hollywood, dog, trailer, vicious, canine",1982.0
10437,37606,Valmont,6.695,239,Released,1989-11-17,1132112.0,137.0,0,33000000.0,tt0098575,en,Valmont,"Set in Baroque France, a scheming widow and her lover make a bet regarding the corruption of a recently married woman. The lover, Valmont, bets that he can seduce her, even though she is an honorable woman. If he wins, he can have his lover to do as he will. However, in the process of seducing the married woman, Valmont falls in love.",12.508,As unpredictable as love itself.,"Drama, Romance","Timothy Burrill Productions, Renn Productions, Pathé","France, United States of America",English,"paris, france, based on novel or book, 18th century, baroque",1989.0
10439,3064,Chances Are,6.667,239,Released,1989-03-10,16300000.0,108.0,0,16000000.0,tt0097044,en,Chances Are,"Louie Jeffries is happily married to Corinne. On their first anniversary, Louie is killed crossing the road. Louie is reincarnated as Alex Finch, and twenty years later, fate brings Alex and Louie's daughter, Miranda, together. It's not until Alex is invited to Louie's home that he begins to remember his former life, wife and best friend. Of course, there's also the problem that he's attracted to Louie's/his own daughter.",11.767,"Alex has a lifetime full of wonderful memories. Unfortunately, they're not his.","Fantasy, Comedy, Romance",TriStar Pictures,United States of America,English,"daughter, paradise, afterlife, loss of loved one, heaven, resurrection",1989.0
10440,9917,Waist Deep,6.546,239,Released,2006-06-23,21353303.0,97.0,0,0.0,tt0456020,en,Waist Deep,An ex-convict (Tyrese) gets tangled up with a gang after his car is hijacked with his son inside.,10.523,His son. His life. His freedom. He's taking them all back.,"Action, Adventure, Drama, Thriller","RSVP Productions, Rogue Pictures",United States of America,English,"ex-detainee, baby-snatching, drug lord, hoodlum",2006.0
10441,351454,Neruda,6.3,239,Released,2016-08-11,939101.0,108.0,0,0.0,tt4698584,es,Neruda,"It’s 1948 and the Cold War has arrived in Chile. In the Congress, prominent Communist Senator and popular poet Pablo Neruda accuses the government of betraying the Party and is stripped of his parliamentary immunity by President González Videla. The Chief of Investigative Police instructs inspector Óscar Peluchonneau to arrest the poet. Neruda tries to escape from the country with his wife, the painter Delia del Carril, but they are forced to go underground.",8.183,A renowned poet. An unknown inspector. A legendary manhunt.,Drama,"Participant, Funny Balloons, Ad hoc Studios, AZ Films, Casting del Sur, Reborn Production, Setembro Cine, Fabula, Telefe","United States of America, Argentina, Chile, France, Spain","French, Spanish","biography, neruda",2016.0
10444,21712,Mind Game,7.5,239,Released,2004-08-07,36613.0,103.0,0,0.0,tt0452039,ja,マインド・ゲーム,"The film follows Nishi, a loser who has a crush on his childhood girlfriend. After an encounter with the Japanese mafia, the film follows Nishi as he journeys to heaven and back, and ends up trapped in an even more unlikely place.",12.999,,"Animation, Romance, Comedy, Drama, Fantasy","STUDIO4℃, Asmik Ace Entertainment, Rentrak Japan, Beyond C.",Japan,Japanese,"new love, heaven, cruelty, adult animation",2004.0
10445,27899,Little Caesar,6.931,239,Released,1931-01-25,752000.0,79.0,0,281000.0,tt0021079,en,Little Caesar,"A small-time hood shoots his way to the top, but how long can he stay there?",8.433,The Power-Mad Monarch of the Murder Mobs!,"Drama, Crime",First National Pictures,United States of America,English,"robbery, based on novel or book, gangster, crime boss, rise and fall, murder, organized crime, pre-code, teetotaler",1931.0
10448,351694,Monkey King: Hero Is Back,6.901,238,Released,2015-07-10,150000000.0,89.0,0,10000000.0,tt4644382,zh,西游记之大圣归来,"The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the Gods, he was imprisoned within an ice cage deep within the mountains. 500 years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters.",24.178,,"Fantasy, Animation, Comedy","Hengdian Chinese Film Production Co., Beijing Weiyingshidai Culture & Media, October Media, October Animation Studio, S&C Pictures, Shandong Film & TV Group",China,"Cantonese, Mandarin","based on novel or book, buddhism, xianxia, journey to the west, nezha, monkey king, son wukong",2015.0
10449,8583,Dangerous Beauty,7.074,238,Released,1998-02-20,4553271.0,111.0,0,0.0,tt0118892,en,Dangerous Beauty,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",17.87,Born without privilege. Bound by tradition. She found the courage to follow her heart.,"Drama, Romance","Bedford Falls Productions, Regency Enterprises, Arnon Milchan Productions, Warner Bros. Pictures, 20th Century Fox",United States of America,English,"venice, italy, inquisition, beauty, courtesan, 16th century",1998.0
10450,433356,The Ottoman Lieutenant,6.145,238,Released,2017-03-10,413844.0,111.0,0,40000000.0,tt4943322,en,The Ottoman Lieutenant,"Lillie, a determined American woman, ventures overseas to join Dr. Jude at a remote medical mission in the Ottoman Empire (now Turkey). However, Lillie soon finds herself at odds with Jude and the mission’s founder, Woodruff, when she falls for the titular military man, Ismail, just as the war is about to erupt.",10.954,In a land on the brink of war the most dangerous place to be is in love.,"Romance, Drama, War",Eastern Sunrise Films,"Turkey, United States of America","English, Turkish","nurse, world war i, lieutenant, 1910s, ottoman empire",2017.0
10451,14059,Snow Buddies,6.0,238,Released,2008-02-05,50802372.0,87.0,0,4000000.0,tt1079448,en,Snow Buddies,"Dylan Sprouse, Jim Belushi and Kris Kristofferson lend their voices to this family-friendly tale about a feisty pack of golden retriever puppies that embarks on an Alaskan adventure. When they find themselves stranded in the northern wilderness, the canine offspring of famed sports star Air Bud team up with an experienced sled dog and a husky pup, who teach them the importance of working together.",14.767,,"Family, Adventure","Keystone Entertainment, Key Pix Productions",United States of America,"English, Greek","holiday, alaska, snow, sled dogs, golden retriever, christmas spirit, christmas, pets",2008.0
